#	Isochrone	Z = 0.01900		Age = 	4.467e+09 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	9.65	1.31831634	1.1981	1.7013	3.6658	2.4244	0.517	3.018	2.078	0.960	0.369	-0.154	-0.901	-1.493	-1.557	-0.51008168
	9.65	1.31912816	1.1983	1.7146	3.6652	2.4087	0.484	3.000	2.052	0.931	0.338	-0.187	-0.936	-1.530	-1.594	-0.50965794
	9.65	1.31954086	1.1984	1.7331	3.6647	2.3883	0.437	2.966	2.012	0.887	0.293	-0.232	-0.984	-1.579	-1.644	-0.50944276
	9.65	1.32030642	1.1985	1.7548	3.6633	2.3610	0.383	2.944	1.974	0.842	0.244	-0.284	-1.042	-1.642	-1.707	-0.50904402
	9.65	1.32053149	1.1985	1.7728	3.6621	2.3383	0.338	2.926	1.943	0.805	0.204	-0.327	-1.090	-1.695	-1.759	-0.50892690
	9.65	1.32083356	1.1985	1.8215	3.6580	2.2732	0.216	2.895	1.868	0.709	0.098	-0.442	-1.224	-1.842	-1.907	-0.50876977
	9.65	1.32097375	1.1985	1.8607	3.6548	2.2212	0.118	2.867	1.806	0.630	0.011	-0.535	-1.332	-1.960	-2.025	-0.50869688
	9.65	1.32104933	1.1985	1.9291	3.6493	2.1307	-0.053	2.828	1.704	0.499	-0.136	-0.697	-1.517	-2.166	-2.231	-0.50865759
	9.65	1.32107103	1.1984	1.9820	3.6447	2.0594	-0.185	2.808	1.632	0.402	-0.248	-0.821	-1.659	-2.327	-2.393	-0.50864632
	9.65	1.32108808	1.1984	2.0839	3.6372	1.9273	-0.440	2.746	1.478	0.205	-0.470	-1.064	-1.931	-2.629	-2.697	-0.50863746
	9.65	1.32109487	1.1984	2.1456	3.6316	1.8434	-0.594	2.737	1.399	0.096	-0.598	-1.207	-2.096	-2.817	-2.887	-0.50863392
	9.65	1.32110298	1.1984	2.2183	3.6266	1.7508	-0.776	2.697	1.291	-0.043	-0.752	-1.376	-2.287	-3.029	-3.101	-0.50862971
	9.65	1.32111311	1.1983	2.2874	3.6211	1.6595	-0.948	2.688	1.208	-0.160	-0.888	-1.530	-2.470	-3.235	-3.312	-0.50862444
	9.65	1.32112086	1.1983	2.3108	3.6191	1.6282	-1.007	2.687	1.181	-0.199	-0.934	-1.582	-2.532	-3.306	-3.384	-0.50862042
	9.65	1.32114601	1.1981	2.2544	3.6244	1.7056	-0.866	2.675	1.237	-0.110	-0.827	-1.458	-2.382	-3.132	-3.206	-0.50860734
	9.65	1.32120514	1.1978	2.1943	3.6285	1.7819	-0.716	2.703	1.322	-0.001	-0.704	-1.322	-2.224	-2.958	-3.029	-0.50857662
	9.65	1.32122278	1.1977	2.1928	3.6286	1.7839	-0.712	2.704	1.324	0.002	-0.701	-1.319	-2.220	-2.953	-3.024	-0.50856745
	9.65	1.32146311	1.1965	2.2791	3.6223	1.6720	-0.928	2.674	1.209	-0.151	-0.875	-1.513	-2.447	-3.207	-3.282	-0.50844259
	9.65	1.32154036	1.1960	2.3417	3.6168	1.5873	-1.084	2.679	1.142	-0.253	-0.996	-1.651	-2.614	-3.398	-3.477	-0.50840247
	9.65	1.32161009	1.1954	2.4127	3.6111	1.4932	-1.262	2.671	1.058	-0.374	-1.138	-1.810	-2.803	-3.611	-3.695	-0.50836625
	9.65	1.32166958	1.1946	2.4879	3.6053	1.3946	-1.450	2.644	0.965	-0.502	-1.289	-1.980	-3.003	-3.837	-3.926	-0.50833537
	9.65	1.32172334	1.1937	2.5521	3.5987	1.3036	-1.610	2.630	0.902	-0.595	-1.405	-2.133	-3.176	-4.037	-4.131	-0.50830745
	9.65	1.32175660	1.1929	2.6154	3.5923	1.2146	-1.769	2.583	0.828	-0.689	-1.520	-2.296	-3.349	-4.229	-4.331	-0.50829018
	9.65	1.32179439	1.1918	2.6947	3.5858	1.1088	-1.967	2.495	0.713	-0.822	-1.674	-2.498	-3.561	-4.462	-4.571	-0.50827057
	9.65	1.32181692	1.1909	2.7607	3.5813	1.0245	-2.132	2.403	0.603	-0.943	-1.809	-2.666	-3.736	-4.651	-4.765	-0.50825887
	9.65	1.32183266	1.1901	2.8175	3.5757	0.9450	-2.274	2.343	0.527	-1.030	-1.915	-2.812	-3.890	-4.823	-4.943	-0.50825070
	9.65	1.32184589	1.1893	2.8761	3.5701	0.8637	-2.420	2.313	0.494	-1.070	-1.985	-2.947	-4.044	-4.954	-5.115	-0.50824383
	9.65	1.32185960	1.1882	2.9336	3.5639	0.7808	-2.564	2.318	0.502	-1.068	-2.022	-3.070	-4.194	-5.059	-5.281	-0.50823672
	9.65	1.32187057	1.1871	2.9861	3.5566	0.6989	-2.695	2.358	0.547	-1.030	-2.030	-3.177	-4.333	-5.145	-5.439	-0.50823103
	9.65	1.32188380	1.1855	3.0440	3.5523	0.6229	-2.840	2.316	0.509	-1.073	-2.101	-3.308	-4.482	-5.262	-5.600	-0.50822416
	9.65	1.32189667	1.1834	3.0986	3.5452	0.5395	-2.977	2.345	0.544	-1.045	-2.117	-3.421	-4.625	-5.354	-5.762	-0.50821747
	9.65	1.32191014	1.1808	3.1523	3.5385	0.4579	-3.111	2.400	0.660	-0.933	-2.059	-3.462	-4.781	-5.452	-5.945	-0.50821048
	9.65	1.32192564	1.1771	3.2083	3.5329	0.3779	-3.251	2.427	0.749	-0.848	-2.022	-3.510	-4.943	-5.561	-6.131	-0.50820244
	9.65	1.32194054	1.1725	3.2618	3.5257	0.2943	-3.384	2.502	0.901	-0.700	-1.934	-3.528	-5.103	-5.658	-6.323	-0.50819471
	9.65	1.32195055	1.1687	3.3147	3.5178	0.2084	-3.517	2.601	1.088	-0.519	-1.819	-3.532	-5.265	-5.748	-6.519	-0.50818951
	9.65	1.32195222	1.1679	3.3515	3.5137	0.1545	-3.609	2.632	1.164	-0.445	-1.781	-3.556	-5.373	-5.818	-6.645	-0.50818864
	9.65	1.32195377	1.1672	3.3616	3.5125	0.1396	-3.634	2.640	1.184	-0.425	-1.771	-3.563	-5.402	-5.837	-6.680	-0.50818784
	9.65	1.32195568	1.1662	3.3742	3.5111	0.1211	-3.666	2.642	1.194	-0.416	-1.768	-3.580	-5.438	-5.869	-6.719	-0.50818685
	9.65	1.32195747	1.1651	3.3869	3.5097	0.1025	-3.697	2.640	1.194	-0.416	-1.771	-3.601	-5.474	-5.907	-6.756	-0.50818592
	9.65	1.32195926	1.1640	3.3994	3.5084	0.0839	-3.729	2.638	1.195	-0.416	-1.774	-3.623	-5.509	-5.945	-6.793	-0.50818499
	9.65	1.32196105	1.1628	3.4120	3.5070	0.0653	-3.760	2.636	1.195	-0.416	-1.777	-3.645	-5.545	-5.982	-6.830	-0.50818407
	9.65	1.32196295	1.1616	3.4246	3.5056	0.0467	-3.792	2.634	1.196	-0.416	-1.780	-3.667	-5.581	-6.020	-6.867	-0.50818308
	9.65	1.32196474	1.1603	3.4372	3.5042	0.0280	-3.823	2.631	1.196	-0.415	-1.783	-3.689	-5.616	-6.057	-6.904	-0.50818215
	9.65	1.32196653	1.1590	3.4498	3.5028	0.0093	-3.855	2.629	1.196	-0.415	-1.786	-3.710	-5.652	-6.095	-6.941	-0.50818122
	9.65	1.32196832	1.1576	3.4624	3.5014	-0.0094	-3.886	2.627	1.197	-0.415	-1.789	-3.732	-5.687	-6.133	-6.978	-0.50818029
	9.65	1.32197022	1.1561	3.4750	3.5000	-0.0282	-3.918	2.625	1.197	-0.415	-1.792	-3.754	-5.723	-6.170	-7.015	-0.50817930
	9.65	1.32197201	1.1545	3.4876	3.4986	-0.0469	-3.949	2.623	1.198	-0.415	-1.795	-3.776	-5.759	-6.208	-7.052	-0.50817837
	9.65	1.32197380	1.1529	3.5002	3.4972	-0.0658	-3.981	2.620	1.198	-0.414	-1.797	-3.797	-5.794	-6.245	-7.089	-0.50817745
	9.65	1.32197523	1.1515	3.5103	3.4961	-0.0808	-4.006	2.619	1.199	-0.414	-1.800	-3.815	-5.823	-6.276	-7.118	-0.50817670
	9.65	1.32197714	1.1497	3.5229	3.4947	-0.0997	-4.037	2.617	1.199	-0.414	-1.803	-3.836	-5.858	-6.313	-7.155	-0.50817571
	9.65	1.32197893	1.1478	3.5355	3.4933	-0.1186	-4.069	2.615	1.200	-0.414	-1.805	-3.858	-5.894	-6.351	-7.192	-0.50817479
	9.65	1.32198071	1.1458	3.5481	3.4919	-0.1376	-4.100	2.612	1.200	-0.413	-1.808	-3.880	-5.930	-6.388	-7.229	-0.50817386
	9.65	1.32198262	1.1437	3.5607	3.4905	-0.1566	-4.132	2.610	1.201	-0.413	-1.811	-3.902	-5.965	-6.426	-7.266	-0.50817287
	9.65	1.32198441	1.1415	3.5733	3.4890	-0.1757	-4.163	2.608	1.201	-0.413	-1.814	-3.923	-6.001	-6.464	-7.303	-0.50817194
